gs,growthForm,vesselSize,vesselNumber,Tree,Shrub,Liana,GF3,GF2
Symplocos odoratissima,NA,0.010751315,12,NA,NA,NA,NA,NA
Symplocos ophirensis,NA,0.003216991,68,NA,NA,NA,NA,NA
Symplocos paniculata,S,0.002284723,68.5,NA,NA,NA,NA,NA
Symplocos pendula,NA,0.008824734,14,NA,NA,NA,NA,NA
Symplocos pilosiuscula,NA,0.008332289,21,NA,NA,NA,NA,NA
Symplocos polyandra,NA,0.003739281,21,NA,NA,NA,NA,NA
Symplocos pyrifolia,NA,0.002642079,89,NA,NA,NA,NA,NA
Symplocos racemosa,NA,0.007088218,12,NA,NA,NA,NA,NA
Symplocos ramosissima,NA,0.002642079,118,NA,NA,NA,NA,NA
Symplocos reflexa,NA,0.005410608,27,1,1,0,2,Arbor
Symplocos revoluta,NA,0.003117245,131,NA,NA,NA,NA,NA
Symplocos rubiginosa,NA,0.004417865,36,NA,NA,NA,NA,NA
Symplocos sumuntia,T,0.002287472,126,NA,NA,NA,NA,NA
Symplocos tenuifolia,NA,0.001963495,101,NA,NA,NA,NA,NA
Symplocos tinctoria,T,0.001590431,160,NA,NA,NA,NA,NA
Symplocos verrucosa,NA,0.004185387,34,NA,NA,NA,NA,NA
Symplocos zizyphoides,NA,0.002642079,72,NA,NA,NA,NA,NA
Syringa microphylla,NA,0.000314159,360,NA,NA,NA,NA,NA
Syringa oblata,S,0.000804248,397,NA,NA,NA,NA,NA
Syringa reticulata,T,0.00107521,220,NA,NA,NA,NA,NA
Syringa yunnanensis,NA,0.001590431,270,NA,NA,NA,NA,NA
Tabebuia capitata,NA,0.008765436,16,1,0,0,Tree,Arbor
Tabebuia caraiba,NA,0.007542964,24,1,0,0,Tree,Arbor
Tabebuia chrysantha,T,0.002281189,44,1,0,0,Tree,Arbor
Tabebuia chrysea,NA,0.001809557,20,1,0,0,Tree,Arbor
Tabebuia donnell-smithii,NA,0.009676891,7,1,0,0,Tree,Arbor
Tabebuia impetiginosa,T,0.002733971,53,1,0,0,Tree,Arbor
Tabebuia insignis,T,0.014333516,4,1,0,0,Tree,Arbor
Tabebuia rosea,T,0.011150298,15,1,0,0,Tree,Arbor
Tabebuia serratifolia,T,0.004964109,8.5,1,0,0,Tree,Arbor
Tabebuia stenocalyx,NA,0.00453646,18,1,0,0,Tree,Arbor
Tamarindus indica,T,0.010386891,9,1,0,0,Tree,Arbor
Tamarix amplexicaulis,NA,0.002827433,70,NA,NA,NA,NA,NA
Tamarix aphylla,NA,0.018385386,11,NA,NA,NA,NA,NA
Tamarix nilotica,NA,0.006361725,30,NA,NA,NA,NA,NA
Tamarix parviflora,NA,0.003117245,75,NA,NA,NA,NA,NA
Tamarix smyrnensis,NA,0.002596723,56,NA,NA,NA,NA,NA
Tamarix tetragyna,NA,0.005674502,55,NA,NA,NA,NA,NA
Tanaecium jaroba,NA,0.010207035,28,0,0,1,Liana,Liana
Tapiphyllum cinerascens,NA,0.001046543,110,NA,NA,NA,NA,NA
Tapirira guianensis,T,0.014241887,10.5,1,1,0,2,Arbor
Tecoma aurea,NA,0.007389811,6,NA,NA,NA,NA,NA
Tecoma castanifolia,NA,0.003739281,29,0,1,0,Shrub,Arbor
Tecoma conspicua,NA,0.008171282,14,NA,NA,NA,NA,NA
Tecoma grandis,NA,0.007542964,19,NA,NA,NA,NA,NA
Tecoma leucoxylon,NA,0.008659015,21,NA,NA,NA,NA,NA
Tecoma spectabilis,NA,0.004778362,15,NA,NA,NA,NA,NA
Tecoma stans,S_T,0.002746537,48,1,1,0,2,Arbor
Tecoma undulata,NA,0.005026548,10,NA,NA,NA,NA,NA
Tecomanthe venusta,NA,0.009503318,64,NA,NA,NA,NA,NA
Tectona grandis,T,0.020106193,10,1,0,0,Tree,Arbor
Tepuia venusta,NA,7.85E-05,736,NA,NA,NA,NA,NA
Terminalia amazonia,T,0.014957123,11,1,0,0,Tree,Arbor
Terminalia ivorensis,T,0.055154586,5,1,0,0,Tree,Arbor
Terminalia superba,T,0.046691921,4,0,1,0,Shrub,Arbor
Ternstroemia gymnanthera,T,0.001630879,191,NA,NA,NA,NA,NA
Ternstroemia macrophylla,NA,0.001256637,184,NA,NA,NA,NA,NA
Ternstroemia nitida,NA,0.001590431,147,NA,NA,NA,NA,NA
Tetraberlinia bifoliolata,T,0.031415927,5,NA,NA,NA,NA,NA
Tetramerista glabra,NA,0.023655407,6.3,NA,NA,NA,NA,NA
Tetratheca harperi,NA,0.000530929,257,NA,NA,NA,NA,NA
Teucridium parvifolium,NA,0.000380133,79,NA,NA,NA,NA,NA
Thornea calcicola,NA,0.001963495,93,0,1,0,Shrub,Arbor
Thottea gabunensis,NA,0.053092916,3,NA,NA,NA,NA,NA
Thottea grandiflora,NA,0.002123717,108,NA,NA,NA,NA,NA
Thottea siliquosa,NA,0.003151803,56,NA,NA,NA,NA,NA
Thymelaea hirsuta,S,0.000201062,180,NA,NA,NA,NA,NA
Tieghemella africana,NA,0.013273229,11,NA,NA,NA,NA,NA
Tieghemella heckelii,NA,0.013273229,18,NA,NA,NA,NA,NA
Torricellia angulata,NA,0.010563605,33,NA,NA,NA,NA,NA
Torricellia tiliifolia,NA,0.001194591,84,NA,NA,NA,NA,NA
Trema angustifolia,NA,0.013273229,15,NA,NA,NA,NA,NA
Trema cannabina,S,0.006361725,20,NA,NA,NA,NA,NA
Trema orientalis,T,0.014102609,12,NA,NA,NA,NA,NA
Trema politoria,NA,0.013273229,14,NA,NA,NA,NA,NA
Trema tomentosa,T,0.014313882,8,NA,NA,NA,NA,NA
Trema virgata,NA,0.008332289,18,NA,NA,NA,NA,NA
Tremandra stelligera,NA,0.000706858,192,NA,NA,NA,NA,NA
Triadenum virginicum,NA,0.000962113,500,NA,NA,NA,NA,NA
Trichanthera gigantea,T,0.011309734,4,1,1,0,2,Arbor
Trilepidea adamsii,NA,0.000804248,116,NA,NA,NA,NA,NA
Triplochiton scleroxylon,NA,0.049087385,3,NA,NA,NA,NA,NA
Trochocarpa laurina,T,0.001259779,77,NA,NA,NA,NA,NA
Trophis aspera,NA,0.007853982,9,NA,NA,NA,NA,NA
Trophis mexicana,T,0.016512996,8,1,1,0,2,Arbor
Trophis philippinensis,NA,0.01911345,5,NA,NA,NA,NA,NA
Trophis scandens,C,0.020106193,5,NA,NA,NA,NA,NA
Tupeia antarctica,NA,0.00066052,125,NA,NA,NA,NA,NA
Turraeanthus africana,NA,0.016060607,10,NA,NA,NA,NA,NA
Ulmus lanceifolia,T,0.01070105,30,NA,NA,NA,NA,NA
Uncaria guianensis,C,0.013478218,28,0,1,1,2,0
Uncaria tomentosa,C,0.021642432,33,0,1,1,2,0
Uncarina leandrii,NA,0.011309734,8,NA,NA,NA,NA,NA
Upuna borneensis,NA,0.028352874,8,NA,NA,NA,NA,NA
Urbanolophium dusenianum,NA,0.013684778,15,NA,NA,NA,NA,NA
Vangueria infausta,NA,0.000936587,100.5,NA,NA,NA,NA,NA
Vangueriopsis longiflora,NA,0.000804248,182,NA,NA,NA,NA,NA
Vauquelinia californica,T,0.000804248,200,0,1,0,Shrub,Arbor
Viburnum carlesii,NA,0.001256637,231,NA,NA,NA,NA,NA
Viburnum dilatatum,S,0.002375829,87,NA,NA,NA,NA,NA
Viburnum erosum,NA,0.001590431,104,NA,NA,NA,NA,NA
Viburnum furcatum,NA,0.002206183,93,NA,NA,NA,NA,NA
Viburnum japonicum,NA,0.001590431,76,NA,NA,NA,NA,NA
Viburnum odoratissimum,NA,0.002375829,105,NA,NA,NA,NA,NA
Viburnum opulus,S,0.001963495,161,NA,NA,NA,NA,NA
Viburnum phlebotrichum,NA,0.000804248,134,NA,NA,NA,NA,NA
Viburnum plicatum,NA,0.002375829,60,NA,NA,NA,NA,NA
Viburnum sieboldii,NA,0.002827433,94,NA,NA,NA,NA,NA
Viburnum tinus,S,0.001590431,140,NA,NA,NA,NA,NA
Viburnum wrightii,NA,0.001452201,83,NA,NA,NA,NA,NA
Virola kukachkana,NA,0.022698007,4,NA,NA,NA,NA,NA
Virola surinamensis,T,0.022698007,4,1,0,0,Tree,Arbor
Visnea mocanera,T,0.000962113,136,NA,NA,NA,NA,NA
Vitex agnus-castus,S,0.004417865,45,0,1,0,Shrub,Arbor
Vitex lucens,T,0.005410608,16,NA,NA,NA,NA,NA
Wallaceodendron celebicum,NA,0.044862728,4,NA,NA,NA,NA,NA
Weigela coraeensis,NA,0.003117245,119,NA,NA,NA,NA,NA
Weigela decora,NA,0.001963495,105,NA,NA,NA,NA,NA
Weigela floribunda,NA,0.002206183,66,NA,NA,NA,NA,NA
Weigela hortensis,NA,0.002827433,48,NA,NA,NA,NA,NA
Weigela maximowiczii,NA,0.001256637,145,NA,NA,NA,NA,NA
Weigela middendorfiana,NA,0.000962113,190,NA,NA,NA,NA,NA
Weinmannia blumei,NA,0.005541769,38,NA,NA,NA,NA,NA
Weinmannia racemosa,T,0.001134115,129.5,NA,NA,NA,NA,NA
Weinmannia sylvicola,NA,0.001590431,98,NA,NA,NA,NA,NA
Weinmannia trichosperma,T,0.001809557,106,NA,NA,NA,NA,NA
Withania somnifera,NA,0.004417865,80,NA,NA,NA,NA,NA
Xanthophyllum affine,NA,0.020106193,34,NA,NA,NA,NA,NA
Xanthophyllum amoenum,NA,0.057255526,10,NA,NA,NA,NA,NA
Xanthophyllum arnottianum,NA,0.020106193,34,NA,NA,NA,NA,NA
Xanthophyllum eurhynchum,NA,0.0254469,29.5,NA,NA,NA,NA,NA
Xanthophyllum griffithii,NA,0.031415927,11,NA,NA,NA,NA,NA
Xanthophyllum heteropleurum,NA,0.051070516,15,NA,NA,NA,NA,NA
Xanthophyllum obscurum,NA,0.047143525,7.5,NA,NA,NA,NA,NA
Xanthophyllum octandrum,NA,0.0254469,26,NA,NA,NA,NA,NA
Xanthophyllum papuanum,NA,0.070685835,2,NA,NA,NA,NA,NA
Xanthophyllum philippinense,NA,0.045238934,13,NA,NA,NA,NA,NA
Xanthophyllum rufum,NA,0.020106193,6,NA,NA,NA,NA,NA
Xanthophyllum suberosum,NA,0.053092916,9,NA,NA,NA,NA,NA
Xanthophyllum virens,NA,0.038013271,12,NA,NA,NA,NA,NA
Xanthophyllum vitellinum,NA,0.022698007,18,NA,NA,NA,NA,NA
Xylia dolabriformis,NA,0.030171856,7,NA,NA,NA,NA,NA
Zanthoxylum chiloperone,NA,0.003216991,51,1,0,0,Tree,Arbor
Zanthoxylum riedelianum,T,0.004417865,24,1,0,0,Tree,Arbor
Zenobia pulverulenta,S,0.000490874,206,NA,NA,NA,NA,NA
Zilla spinosa,S,0.001452201,160,NA,NA,NA,NA,NA
Ziziphus abyssinica,NA,0.005026548,29,NA,NA,NA,NA,NA
Ziziphus affinis,NA,0.010386891,25,NA,NA,NA,NA,NA
Ziziphus angolito,NA,0.005674502,12,NA,NA,NA,NA,NA
Ziziphus chloroxylon,NA,0.003848451,31,1,0,0,Tree,Arbor
Ziziphus cinnamomum,T,0.012271846,23,1,0,0,Tree,Arbor
Ziziphus cyclocardia,NA,0.008659015,11,NA,NA,NA,NA,NA
Ziziphus divaricata,NA,0.007088218,15,NA,NA,NA,NA,NA
Ziziphus domingensis,NA,0.014313882,13,NA,NA,NA,NA,NA
Ziziphus glabrata,NA,0.007088218,37,NA,NA,NA,NA,NA
Ziziphus grewioides,NA,0.012271846,11,NA,NA,NA,NA,NA
Ziziphus guatemalensis,NA,0.007853982,8,1,0,0,Tree,Arbor
Ziziphus havanensis,NA,0.002827433,26,NA,NA,NA,NA,NA
Ziziphus inermis,NA,0.005026548,34,NA,NA,NA,NA,NA
Ziziphus jujuba,S,0.006361725,33,NA,NA,NA,NA,NA
Ziziphus laurinus,NA,0.003848451,62,NA,NA,NA,NA,NA
Ziziphus lotus,S,0.007402378,23,NA,NA,NA,NA,NA
Ziziphus mauritiana,NA,0.012271846,10,1,0,0,Tree,Arbor
Ziziphus melastomoides,NA,0.001256637,100,NA,NA,NA,NA,NA
Ziziphus mistol,T,0.000380133,97,1,1,0,2,Arbor
Ziziphus mucronata,T,0.005026548,29,NA,NA,NA,NA,NA
Ziziphus oenoplia,NA,0.009503318,33,NA,NA,NA,NA,NA
Ziziphus pubescens,T,0.009503318,19,NA,NA,NA,NA,NA
Ziziphus reticulata,NA,0.004417865,31,NA,NA,NA,NA,NA
Ziziphus rhodoxylon,NA,0.004417865,43,NA,NA,NA,NA,NA
Ziziphus rotundifolia,NA,0.015393804,8,NA,NA,NA,NA,NA
Ziziphus rugosa,NA,0.016512996,14,NA,NA,NA,NA,NA
Ziziphus sonorensis,NA,0.005026548,17,NA,NA,NA,NA,NA
Ziziphus spina-christi,T,0.011388273,15,NA,NA,NA,NA,NA
Ziziphus talanai,NA,0.026880252,6,NA,NA,NA,NA,NA
Ziziphus thyrsiflora,NA,0.008659015,5,1,1,0,2,Arbor
Ziziphus xylopyrus,NA,0.009503318,10,NA,NA,NA,NA,NA
Ziziphus zonulatus,NA,0.018869191,7,NA,NA,NA,NA,NA
Zollernia paraensis,NA,0.006939778,17,NA,NA,NA,NA,NA
Zygophyllum coccineum,S,0.000706858,80,NA,NA,NA,NA,NA
Zygophyllum dumosum,NA,0.002206183,90,NA,NA,NA,NA,NA
